epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
182,47385.3,0.27404,0.01827,0.00734,0.18275,0.90589,0.9979,0.99568,0.9944,0.95146,0.9979,0.99612,0.99448,0.99424,0.32768,0.02175,0.00021,0.14475,0.93959,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,47633.1,0.27527,0.01844,0.00725,0.18311,0.90457,0.9979,0.99564,0.99441,0.9513,0.99799,0.996,0.99449,0.99424,0.32792,0.02175,0.00021,0.14486,0.93965,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,47879.9,0.27589,0.01907,0.00714,0.18222,0.90438,0.9979,0.99559,0.99442,0.9512,0.99799,0.99599,0.99449,0.99425,0.32815,0.0218,0.00021,0.14486,0.93978,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,48126.4,0.27552,0.01902,0.00693,0.18481,0.90587,0.99784,0.99564,0.99441,0.95121,0.99805,0.99599,0.99449,0.99424,0.32836,0.02179,0.00022,0.14504,0.93984,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,48373,0.27481,0.01902,0.00722,0.18285,0.90217,0.99786,0.99564,0.99441,0.95116,0.99807,0.99601,0.99449,0.99424,0.32855,0.02178,0.00022,0.14498,0.93991,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,48619.6,0.27252,0.01845,0.00718,0.18275,0.90435,0.99777,0.99564,0.99442,0.9511,0.99799,0.99603,0.99448,0.99424,0.32871,0.02178,0.00022,0.14511,0.93989,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,48866.4,inf,0.01823,0.00687,0.18075,0.90229,0.99781,0.99572,0.9944,0.95115,0.99799,0.99604,0.99447,0.99424,0.329,0.02179,0.00022,0.14551,0.94,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,49112.7,0.27065,0.01861,0.00703,0.18087,0.90214,0.99781,0.9957,0.99439,0.95126,0.99799,0.99604,0.99446,0.99423,0.32919,0.02179,0.00022,0.14586,0.94009,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,49358.6,0.27122,0.01831,0.00706,0.1812,0.90199,0.99781,0.99569,0.99438,0.95087,0.99799,0.99603,0.99447,0.99423,0.3294,0.02178,0.00023,0.14608,0.94013,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,49804.2,0.25745,0.01131,0.00365,0.14923,0.88822,0.99781,0.99571,0.99438,0.95098,0.99799,0.99604,0.99447,0.99424,0.32962,0.02175,0.00023,0.14657,0.9402,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,50092.5,0.25458,0.01129,0.00368,0.14766,0.88477,0.99781,0.99563,0.99438,0.95085,0.99799,0.99605,0.99447,0.99426,0.32967,0.02174,0.00023,0.14717,0.94015,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,50351.7,0.25448,0.01082,0.00297,0.14754,0.88472,0.99781,0.99562,0.99439,0.95101,0.99792,0.99608,0.99446,0.99424,0.32973,0.02175,0.00023,0.14756,0.94014,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,50624.8,0.25328,0.01122,0.00311,0.14735,0.88323,0.99781,0.99559,0.99441,0.95088,0.99795,0.99608,0.99448,0.99425,0.32999,0.02175,0.00023,0.148,0.94023,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,50884.8,0.25269,0.01065,0.00323,0.14708,0.88365,0.99781,0.99554,0.99442,0.9509,0.99789,0.99608,0.99449,0.99426,0.33005,0.02173,0.00023,0.14813,0.94024,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,51154.7,0.25031,0.01037,0.00322,0.14619,0.88333,0.99781,0.99549,0.99444,0.95094,0.99785,0.99608,0.9945,0.99429,0.33015,0.02173,0.00023,0.14829,0.94028,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,51433.8,0.24887,0.01018,0.00314,0.14409,0.88272,0.99781,0.99546,0.99446,0.95094,0.99783,0.99608,0.99452,0.9943,0.33033,0.02171,0.00024,0.14848,0.94028,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,51750.3,0.24888,0.01044,0.0028,0.14434,0.88162,0.99781,0.99546,0.99448,0.95107,0.99784,0.99608,0.99454,0.99433,0.33039,0.02171,0.00024,0.14914,0.94024,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,52026.3,0.24837,0.0102,0.00278,0.14284,0.88204,0.99764,0.9958,0.99449,0.95092,0.99785,0.99608,0.99454,0.99433,0.33064,0.02168,0.00024,0.1496,0.94029,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,52311.3,inf,0.01009,0.00271,0.14199,0.87909,0.99764,0.99581,0.99448,0.95095,0.99785,0.99608,0.99454,0.99432,0.33057,0.0217,0.00024,0.1498,0.94032,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
